textID,text,selected_text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km�),Density (P/Km�)
08513f136b, Yeah it was great to be outside without rain/snow & cold air! Love the sunny days,great,positive,noon,21-30,Romania,19237691,230170,84
e741cc9d96,I wanted to see the story on ACORN tonight on Glen Beck but I missed it,missed,negative,night,31-45,Russia,145934462,16376870,9
3f81782f0b,going to EK nao... will meet bloggers there instead of Makati  http://plurk.com/p/stnt0,going to EK nao... will meet bloggers there instead of Makati  http://plurk.com/p/stnt0,neutral,morning,46-60,Rwanda,12952218,24670,525
ec323d7996,I`m pretty sure Isis has a tapeworm.  So she`s allowed to snuggle with me all she wants tonight.,I`m pretty sure Isis has a tapeworm.  So she`s allowed to snuggle with me all she wants tonight.,neutral,noon,60-70,Saint Kitts and Nevis,53199,260,205
dc7f2b6061,"Much to my surprise, I was using my credit card before the crack dawn to do some serious online gambling. One problem: it wasn`t me.",One problem: it wasn`t me.,negative,night,70-100,Saint Lucia,183627,610,301
50726f1adb, smH daTs whacK,smH daTs whacK,neutral,morning,0-20,Saint Vincent and the Grenadines,110940,390,284
2535aa208d," yeah but there are like 5,000 types of snakes..and it`s wicked wicked wicked hot...and idk. i don`t think i`d like it",i don`t think i`d like it,negative,noon,21-30,Samoa,198414,2830,70
8f1d6e7797,"_raven oh, I`m skeptical too. I just think it`s the best thing he could have said under the circumstances",it`s the best thing,positive,night,31-45,San Marino,33931,6.00E+01,566
9d9e65ced2,I think I may have ruined a friendship this week by getting carried away,ruined,negative,morning,46-60,Sao Tome and Principe,219159,960,228
3dd2495f09," how old is jonathan jr? I`ve got four cockatiels, they`re two years now","how old is jonathan jr? I`ve got four cockatiels, they`re two years now",neutral,noon,60-70,Saudi Arabia,34813871,2149690,16
608497a8e5, thank you.,thank you.,positive,night,70-100,Senegal,16743927,192530,87
04068059fa,: aww im sorry honey.  that stinks,sorry,negative,morning,0-20,Serbia,8737371,87460,100
cdcbcb989b,Right all strapped in and ready to go   http://twitpic.com/4jloj,Right all strapped in and ready to go,neutral,noon,21-30,Seychelles,98347,460,214
5ad2a2d630, but I don`t want to hurt you,I don`t want to hurt you,positive,night,31-45,Sierra Leone,7976983,72180,111
92f9c51213,Toris was SO fun! JB MOVIE WAS ABSOLUTELY AMAZING! and i had a good day at work!  YAY i loved the movie! :0,ABSOLUTELY AMAZING! and i had a good day at work!  YAY i loved the movie! :0,positive,morning,46-60,Singapore,5850342,700,8358
5bd5c7e22f,"You make me happy, whether you know it or not  <3","You make me happy, wh",positive,noon,60-70,Slovakia,5459642,48088,114
8f74c4f71c, that sucks!!,sucks!,negative,night,70-100,Slovenia,2078938,20140,103
e8842f3ba2,Let`s continue being productive today,productive,positive,morning,0-20,Solomon Islands,686884,2.80E+04,25
25847e42d7,meeting up with strangers. lol. alone in vegas. amazing.,amazing.,positive,noon,21-30,Somalia,15893222,627340,25
c29bd88b7b, suh-weet! perfect timing.,perfect timing.,positive,night,31-45,South Africa,59308690,1213090,49
5766fcf9f8,_Guy Iï¿½m afraid yes - both are true  I hope u r not disappointed yet,I hope u r not disappointed yet,negative,morning,46-60,South Korea,51269185,97230,527
a551b7d76d, Its tomorrow!!!!,Its tomorrow!!!!,neutral,noon,60-70,South Sudan,11193725,610952,18
ac87ee4101,"So much for having a fun day off at the Brewer game... at home, sick","So much for having a fun day off at the Brewer game... at home, sick",neutral,night,70-100,Spain,46754778,498800,94
713530017,Hence the smiley face.  ha ha ha ha. Lol yeah i`m hong to be tired as **** tomorrow. But guess what i do not care.,Hence the smiley face.  ha ha ha ha. Lol yeah i`m hong to be tired as **** tomorrow. But guess what i do not care.,neutral,morning,0-20,Sri Lanka,21413249,62710,341
cb349bae1a,im still melting and im in the house in the shade  its not fair.,m still melting and im in the house in the shade  its not fair.,negative,noon,21-30,Sudan,43849260,1765048,25
73dc00740a," Ooh, there you are, haha. Thanks, posted it!","Thanks,",positive,night,31-45,Suriname,586632,156000,4
6603cfbf34, right..  making compromises is what kills us!,t kills,negative,morning,46-60,Sweden,10099265,410340,25
ecca496740,"In worst case cenario, I`ll show up on OFFF with a white mask, and scare everyone. Even better: everyone should wear a mask besides me.",worst,negative,noon,60-70,Switzerland,8654622,3.95E+04,219
90fb34189c,"is back from the park and is very sunburnt  cant wait 4  2night,and is gonna get smashed..bein sober jst wnt b as fun!",..bein sober jst wnt b as fun!,negative,night,70-100,Syria,17500658,183630,95
d3031fc98d,  I love you and Day 26 but that video was questionable... can`t say that I liked it,I love you,positive,morning,0-20,Tajikistan,9537645,139960,68
d44d2dd860,I feel lazy watching other people work on my roof!  Kat Woman OUT,lazy,negative,noon,21-30,Tanzania,59734218,885800,67
c7d93aef38, http://twitpic.com/4jdtj - have a safe journey back home hope you come back soon,have a safe journey,positive,night,31-45,Thailand,69799978,510890,137
2c60434fea, RE: Hulu Desktop in Windows 7 Media Center  http://bit.ly/DEc64but not on extenders unfortunately,s unfortunately,negative,morning,46-60,Timor-Leste,1318445,14870,89
906dda88e4," Smooches to you as well, have a great day!",great,positive,noon,60-70,Togo,8278724,54390,152
ba7874cdc2,  twilightguy.com kalebnation.com youtube.com/kalebnation PUT HIM ON THE SHOW! Sry for spamming but we love him,twilightguy.com kalebnation.com youtube.com/kalebnation PUT HIM ON THE SHOW! Sry for spamming but we love him,neutral,night,70-100,Tonga,105695,720,147
a2f9a26b7d, aww,aww,neutral,morning,0-20,Trinidad and Tobago,1399488,5130,273
7bfc7b24b3,"ouuuuuuuuuchhhhhhhh, still hurting from the Barca spanking","ouuuuuuuuuchhhhhhhh, still hurting from the Barca spanking",negative,noon,21-30,Tunisia,11818619,155360,76
49eabea843,"iPhone today! I want to see The Morning Of in Virginia Beach, but I don`t think I can get there",but I don`t think I can get there,negative,night,31-45,Turkey,84339067,7.70E+05,110
1880b5ce09, awwww..... thought it`d be a 'yummy' experience.  Will try it next time. Kapag magkakasama ulet tayo nila Mapet ;-),awwww..... thought it`d be a 'yummy' experience.  Will try it next time,positive,morning,46-60,Turkmenistan,6031200,469930,13
2f3f9a83c2, I need to do some more post but I don`t have time on this tour  ........... Apologies to all my supporters.,. Apologies to all my supporters.,negative,noon,60-70,Tuvalu,11792,30,393
42b29b0a20," Um yeah ... role model for your peers you may not be.   But, I know you will be for your little one, so chin up.","Um yeah ... role model for your peers you may not be.   But, I know you will be for your little one, so chin up",neutral,night,70-100,Uganda,45741007,199810,229
f03ce00d60, whooop! you got me on twitter!!  dang our line of communication keeps growing!,s growing,positive,morning,0-20,Ukraine,43733762,579320,75
09b918e8aa,totally forgot she had soccer today. ugh  today was actually good too...,ugh,negative,noon,21-30,United Arab Emirates,9890402,83600,118
c59fa3672d, It wasn`t loading.,It wasn`t loading.,neutral,night,31-45,United Kingdom,67886011,241930,281
7c55adcb6a, oops too late,oops,negative,morning,46-60,United States of America,331002651,9147420,36
05832fb2c4,did you kno that  is amazing  and i`ve known him since he got twitter and his most tweeted words are `know` `haha` `****`..,s amazing,positive,noon,60-70,Uruguay,3473730,175020,20
e70ba4df8f,Dang i didnt even remember it was my bday today,Dang,negative,night,70-100,Uzbekistan,33469203,425400,79
89dd4f1c16," I find mondays are the busiest days. I come into work, and there are 100 things to do cause the boss works weekends.","I find mondays are the busiest days. I come into work, and there are 100 things to do cause the boss works weekends.",neutral,morning,0-20,Vanuatu,307145,1.22E+04,25
92570a7e5e, am i too late for a cuppa?,am i too late for a cuppa?,neutral,noon,21-30,Venezuela,28435940,882050,32
65be71e57b, So ur moomie liked the Pandora? you can buy me one next lol,lol,positive,night,31-45,Vietnam,97338579,310070,314
21dc26e9a8," I have heard that about a lot of programs like that, we go to a large chain of learning centers, sorry for you!",", sorry",negative,morning,46-60,Yemen,29825964,527970,56
66b1612861, i know,i know,neutral,noon,60-70,Zambia,18383955,743390,25
3062b1ad6a," lol, sounds fun",sounds fun,positive,night,70-100,Zimbabwe,14862924,386850,38
8e5b7978c3,why yes jeeves. bring me that noose there  TOO MANY ASSIGNMENTS!,TOO MANY ASSIGNMENTS!,negative,morning,0-20,Afghanistan,38928346,652860,60
1591b6b754,Gooood party last night (: Although I am extremely tired now. xD Off to bed to lounge around watch tv and sleep all day,Gooood,positive,noon,21-30,Albania,2877797,27400,105
7a1ba01fa0, Good morning  It`s raining here.,Good morning,positive,night,31-45,Algeria,43851044,2381740,18
e9fdfb3211, with your bicycle?,with your bicycle?,neutral,morning,46-60,Andorra,77265,470,164
a90a8fe617, I won`t b hereeeeee. Imma b in georgia  and then I`m off to LA. Grrrrrr!,I won`t b hereeeeee. Imma b in georgia  and then I`m off to LA. Grrrrrr!,neutral,noon,60-70,Angola,32866272,1246700,26
91736130b5,"http://bit.ly/5e7dr  this is cool, van helden.","cool,",positive,night,70-100,Antigua and Barbuda,97929,440,223
d8aad3dc63,loves florida but misses her american friends,loves florida but misses her american friends,neutral,morning,0-20,Argentina,45195774,2736690,17
d5243a3989,"14 pages left to read, then it will be time to start all over again, and again.  Off to Lunch Duty...love 6th graders",.love 6th graders,positive,noon,21-30,Armenia,2963243,28470,104
18c5dac2df,Is on her way home  aloha and good night everyone!,good night everyone!,positive,night,31-45,Australia,25499884,7682300,3
68ff079fa6, they shall win,they shall win,neutral,morning,46-60,Austria,9006398,8.24E+04,109
6dbdb64223, _face  and nana.wish i was there last night,a.wish,positive,noon,60-70,Azerbaijan,10139177,82658,123
7f4d346711, A little `Chair Lift` tonight would be muchly appreciated,would be muchly appreciated,positive,night,70-100,Bahamas,393244,10010,39
53d89f890f, Because you`re not exactly in those parts of Northern Emirates  It was 5.3 Richter I think.,Because you`re not exactly in those parts of Northern Emirates  It was 5.3 Richter I think.,neutral,morning,0-20,Bahrain,1701575,760,2239
e3600f20f1,wants to greet all the mom`s out there a Happy Mothers Day!!! May you enjoy your day!!,Happy,positive,noon,21-30,Bangladesh,164689383,130170,1265
f3b0a4cb84, So vacation is good so far?,So vacation is good so far?,neutral,night,31-45,Barbados,287375,430,668
cb4902da0a, yeah the tomato paste and oil is traditional on a sandwich.. eat it with some olives and maltese cheese  yum!,yum,positive,morning,46-60,Belarus,9449323,202910,47
e03324c33b,i lost a follower,lost a follower,negative,noon,60-70,Belgium,11589623,30280,383
43a719a5fb,IM FEELIN RITE.. THE MOOD FLOR TWITTER AFTER DARK...,IM FEELIN RITE.. THE MOOD FLOR TWITTER AFTER DARK...,neutral,night,70-100,Belize,397628,22810,17
39348df004,but this little boy still makin me  work during the storm!!!,but this little boy still makin me  work during the storm!!!,negative,morning,0-20,Benin,12123200,112760,108
08a9481658,washed eye out but got water up my sleeve,washed eye out but got water up my sleeve,neutral,noon,21-30,Bhutan,771608,3.81E+04,20
5afc0b0b6a,HAPPY B-DAY SHARON,HAPPY B-DAY SHARON,positive,night,31-45,Bolivia,11673021,1083300,11
e3a3580d50,dis **** usb charger is good for nothin. gotta find that verizon store. my fone been dead since last nite,dis **** usb charger is good for nothin. gotta find that verizon store. my fone been dead since last nite,neutral,morning,46-60,Bosnia and Herzegovina,3280819,51000,64
2e0763086a, *kiss kiss* stu deezy off to bed to have sweet dreams of you ma`am  hehe xxoxo,to have sweet dreams of you,positive,noon,60-70,Botswana,2351627,566730,4
a5315d12d7, An elephant? LOL Try painting it from the back,An elephant? LOL Try painting it from the back,neutral,night,70-100,Brazil,212559417,8358140,25
8a1ba0dee3, yeah i know  been dealin with it for over 2 yrs now,yeah i know  been dealin with it for over 2 yrs now,neutral,morning,0-20,Brunei,437479,5270,83
10b078951f,Things aren`t just as easy and simple as they seem to be.,Things aren`t just as easy and simple as they seem to be.,negative,noon,21-30,Bulgaria,6948445,108560,64
e9d97dfe38,Going to learn the hoedown throwdown today.,Going to learn the hoedown throwdown today.,neutral,night,31-45,Burkina Faso,20903273,273600,76
f28b43561c,is on twitter for the second day running. This is what study leave does to me! If only my car were in one piece,s on twitter for the second day running. This is what study leave does to me! If only my car were in one piece,negative,morning,46-60,Burundi,11890784,25680,463
f8face3ced,"good time Rocking out @ open mic, thanks 4 all the love n support. Now working on Business plan presentation. No CG again 2nite",thanks 4 all the love n support.,positive,noon,60-70,C�te d'Ivoire,26378274,318000,83
2224270b7e,watching 'slice of life' (laughing at the songgg) and then going to sleep,watching 'slice of life' (laughing at the songgg) and then going to sleep,neutral,night,70-100,Cabo Verde,555987,4.03E+03,138
2e96633973,"_J_Stuart Unfortunately not yet, I am still without licence.","Unfortunately not yet,",negative,morning,0-20,Cambodia,16718965,176520,95
185e6acbd4,Kyles going out of town this weekend  play time wif my fwiends. Rawrrr.,play time,positive,noon,21-30,Cameroon,26545863,472710,56
a983d66149,gah! didn`t realize my meeting was from 9-12,gah! didn`t realize my meeting was from 9-12,neutral,night,31-45,Canada,37742154,9093510,4
ce80871646,needs a job,needs a job,neutral,morning,46-60,Central African Republic,4829767,622980,8
68263454d0,is satisfied with her FP`09 review,is satisfied with her FP`09 review,positive,noon,60-70,Chad,16425864,1259200,13
217c1106b7, cuz ima always late haha dammit she got me good,cuz ima always late haha dammit she got me good,neutral,night,70-100,Chile,19116201,743532,26
a9bb07f2cf, - I know! It was drizzling all the way to work!  Hope it warms up this weekend....,Hope,positive,morning,0-20,China,1439323776,9388211,153
afe152340b,Ow... My shoulder muscle (I can`t remember the name :p) hurts... What did I do?  I don`t even know,hurts..,negative,noon,21-30,Colombia,50882891,1109500,46
de930fa753, I wish I could afford to attend those benefits.,wish I could afford,negative,night,31-45,Comoros,869601,1861,467
beef1184c7,Inshalla! Devo I wont be at the Astor tonight,Inshalla! Devo I wont be at the Astor tonight,neutral,morning,46-60,Congo (Congo-Brazzaville),5518087,3.42E+05,16
da9e839af0," nope not going be able to finish it tonight, got a few other things to do before bed","nope not going be able to finish it tonight, got a few other things to do before bed",neutral,noon,60-70,Costa Rica,5094118,51060,100
4bb762f1be, nope.. sliverlight is client a side tech,nope.. sliverlight is client a side tech,neutral,night,70-100,Croatia,4105267,55960,73
795de6c2f5, ooh ouch!   lovely weather but ****! cover up sugar! x,lovel,positive,morning,0-20,Cuba,11326616,106440,106
2e3b299140,Anybody else think that #win7 is pretty much Vista SP2?,Anybody else think that #win7 is pretty much Vista SP2?,neutral,noon,21-30,Cyprus,1207359,9240,131
31323a99d0,Oooh the hangover,hangover,negative,night,31-45,Czechia (Czech Republic),10708981,77240,139
02d22f57ea, being updated to have multiple `skins` for different GT members. Nightmare. 82k of CSS to hack!  No time to redo; woe is me.,being updated to have multiple `skins` for different GT members. Nightmare. 82k of CSS to hack!  No time to redo; woe is me.,neutral,morning,46-60,Democratic Republic of the Congo,89561403,2267050,40
d376f3c7be,"okay, need to hit the sack.  i gotta wake up in like 5 hours   goodnight everyone!",goodnight everyone,positive,noon,60-70,Denmark,5792202,42430,137
aaf35f591c, just trying to make you feel at home?,just trying to make you feel at home?,positive,night,70-100,Djibouti,988000,23180,43
bf7a986c6d,Is warm soy milk and amazake with cocoa powder and agave,Is warm soy milk and amazake with cocoa powder and agave,neutral,morning,0-20,Dominica,71986,750,96
cfff74d6a3,"follow me aswel !!!!!!!! if u have twitter, follow me lool !! www.twitter.com/djarka  koool","follow me aswel !!!!!!!! if u have twitter, follow me lool",neutral,noon,21-30,Dominican Republic,10847910,4.83E+04,225
62be6ead7d,Just got back from Apple Store in Robina. Managed to get a replacement iPhone because it couldn`t access the web properly. So shiny,because it couldn`t access the web properly. So shiny,neutral,night,31-45,Ecuador,17643054,248360,71
5f554f811f, aww poor Caity  :L add people n they will add you,aww poor Caity  :L add people n they will add you,neutral,morning,46-60,Egypt,102334404,995450,103
a25c6ba0ea,My attempts at writing tonight seem to be failing.,My attempts at writing tonight seem to be failing.,negative,noon,60-70,El Salvador,6486205,20720,313
434af71088,Very bad things.......I need to stop thinking!,Very bad things..,negative,night,70-100,Equatorial Guinea,1402985,28050,50
c9335c535e, ummm not with me?,ummm not with me?,neutral,morning,0-20,Eritrea,3546421,101000,35
e36e03078c,Phone will die soon. What to do now? Oh no!,die,negative,noon,21-30,Estonia,1326535,42390,31
e729bab43d,im very much excited to go back to school,excited,positive,night,31-45,"Eswatini (fmr. ""Swaziland"")",1160164,17200,67
787adc7b6e,HAPPY MOTHER`S DAY TO MY BEAUTIFUL MOMMIES,HAPPY MOTHER`S DAY,positive,morning,46-60,Ethiopia,114963588,1000000,115
a77104e008,listening to faith spirituality and the internet,listening to faith spirituality and the internet,neutral,noon,60-70,Fiji,896445,18270,49
603641a514," ?? Sorry you posted the vid again, but it won`t load for me...",Sorry,negative,night,70-100,Finland,5540720,3.04E+05,18
81d827d3ea,about to run the hinckley half marathon!  Fingers crossed for a <1h30m time,about to run the hinckley half marathon!  Fingers crossed for a <1h30m time,neutral,morning,0-20,France,65273511,547557,119
0a4f813af2,  no water park today? made me jealous looking at that pic,? made me jealous,negative,noon,21-30,Gabon,2225734,257670,9
1843f47897,dad`s posting got postponed ONE HOUR before he was meant to leave. either going to afganistan or NOWHERE. i`m sorta happy  but he`s gutted,i`m sorta happy  but he`s gutted,neutral,night,31-45,Gambia,2416668,10120,239
70791caf15,"In pain,, poor me, I HATE THE SUN","In pain,, poor me, I HATE THE SUN",negative,morning,46-60,Georgia,3989167,69490,57
f56ed713f8," Yep, tomorrow night, 10:30! Just saw the ad *squeals* LOVED this season",LOVED,positive,noon,60-70,Germany,83783942,348560,240
725d9342bd,F.Y.I. a lot of you people that are following me i have unfollowed a lot of you  yer kinda boring me or not really helpful to my e-growth!,boring,negative,night,70-100,Ghana,31072940,227540,137
76b443a115,Don`t really feel like I got a tan  I gave up and am working out instead. Skin cancer is overrated. <3 CJ,Don`t really feel like I got a tan  I gave up and am working out instead. Skin cancer is overrated. <3 CJ,neutral,morning,0-20,Greece,10423054,128900,81
16ea5207c5,Enjoying time with the g/f,Enjoying,positive,noon,21-30,Grenada,112523,340,331
4ff8b3efb4, I can`t  has blocked me.  I can`t even request,I can`t  has blocked me.  I can`t even reques,negative,night,31-45,Guatemala,17915568,107160,167
3d467291fc,planning how to move back home...the regression process is in motion,planning how to move back home...the regression process is in motion,neutral,morning,46-60,Guinea,13132795,2.46E+05,53
62c9c4f81f,Getting very frustrated by people who don`t know what they want... can`t wait to go home tonight...,frustrated,negative,noon,60-70,Guinea-Bissau,1968001,28120,70
58deb5c585,Scotts the only guy for me   Good night<3,Good night<3,positive,night,70-100,Guyana,786552,196850,4
f9147427db, that David -- nice to know he feels so comfortable 'twitting' or 'tweeting' us.   I have a feeling he misses home.,nice to know he feels so comfortable 'twitting' or 'tweeting' us.   I have a feeling he misses home,neutral,morning,0-20,Haiti,11402528,27560,414
89e7895985,"**** - Apple store is down for updates... what`s coming, I wonder?",****,negative,noon,21-30,Holy See,801,0,2003
b809700a90,"****, can`t sleep.  feening for cigs. i`m horrible. :X",horrible.,negative,night,31-45,Honduras,9904607,111890,89
97e05cba20, - that is awesome.,awesome.,positive,morning,46-60,Hungary,9660351,90530,107
89e955d693, yesh and that potato guy is online... but hes not live,yesh and that potato guy is online... but hes not live,neutral,noon,60-70,Iceland,341243,100250,3
ea5251e093,wow...i have to many bookmarks...i just spent a good hour organizing,good,positive,night,70-100,India,1380004385,2973190,464
49961e3d9a,"Fab wedding yesterday, feet still sore from dancing so must be a good sign. V glad to wake up in my own bed this morning",Fab,positive,morning,0-20,Indonesia,273523615,1811570,151
64f8545fbb,"I just want somebody to love, and who loves me. I think and day-dream about about that CONSTANTLY.",loves,positive,noon,21-30,Iran,83992949,1.63E+06,52
a768967785," i know, right? i`m super-excited - i told y`all this is the busiest time of year for me",super-excited,positive,night,31-45,Iraq,40222493,434320,93
718fa1b02e, is there something wrong with the internet in chelmsford? my tv on demad isnt working right and my internet is SUPER slow,my tv on demad isnt working right and my internet is SUPER slow,negative,morning,46-60,Ireland,4937786,68890,72
dbc12aea84,goin to bed w/smokey!!!!!,goin to bed w/smokey!!!!!,neutral,noon,60-70,Israel,8655535,21640,400
d45f4bc4dd,Tried to do an Audioboo recording but it` distorted due to the high volume  #OBS,distorted,negative,night,70-100,Italy,60461826,294140,206
2bf4730761,"Need to come up with another blog post today. But for now, I AM SLEEEEEPPYYYYYY!!!!!!!!",I AM SLEEEEEPPYYYYYY!!!!!!!!,negative,morning,0-20,Jamaica,2961167,10830,273
2baed22b29," good job I have the track in my head, cos sadly can`t access it, boo","good job I have the track in my head, cos sadly can`t access it, boo",neutral,noon,21-30,Japan,126476461,364555,347
f57fc6cf5d,  you better come back soon! <3,you better come back soon! <3,positive,night,31-45,Jordan,10203134,88780,115
ac77a1d526,Want: To play Sacred 2... Reality: Spend all day at the hosp...,Want: To play Sacred 2... Reality: Spend all day at the hosp...,neutral,morning,46-60,Kazakhstan,18776707,2699700,7
62db452a0b,Traffic jams are rubbish. Anyone know what`s going on on the A48 between Cowbridge and Cardiff? We`re stuck both directions,Traffic jams are rubbish. Anyone know what`s going on on the A48 between Cowbridge and Cardiff? We`re stuck both directions,neutral,noon,60-70,Kenya,53771296,569140,94
cb37dd4f3b,she`s gone   I miss my kay way already,she`s gone   I miss my kay way already,negative,night,70-100,Kiribati,119449,8.10E+02,147
4f38cb58e0,sitting in bed where I will be for the weekend.,sitting in bed where I will be for the weekend.,neutral,morning,0-20,Kuwait,4270571,17820,240
1db3229d23,YAY! GO TAYLOR SWIFT!! come to australia again!!!,YAY! GO TAYLOR SWIFT!! come to australia again!!!,positive,noon,21-30,Kyrgyzstan,6524195,191800,34
95828aebf3,Missing nathan and the bccg already. And my best friends that tried to visit me   Heading back tomorrow afternoon.,Missing nathan and the bccg already.,negative,night,31-45,Laos,7275560,230800,32
2f4cc6f9dd,Download movie  'Still Waiting...' http://tinyurl.com/d9g8sj cool #movie,cool,positive,morning,46-60,Latvia,1886198,62200,30
5ce349ea8c,I have a better idea: need a couple hour of relax. bed time. Sweet dreams to everyone!  love u all,love u,positive,noon,60-70,Lebanon,6825445,10230,667
eb19b96f32,Still bored but not long now till the next tour date,Still bored but not long now till the next tour date,neutral,night,70-100,Lesotho,2142249,30360,71
f2954076a0,looking forward to coffee and driving tomorrow. really,looking forward to coffee and driving tomorrow. really,positive,morning,0-20,Liberia,5057681,96320,53
a7c665c91e,on jacksonville beach walking in the cold **** water   but have to work in the morning   ily <(`-`)>,walking in the cold **** water,negative,noon,21-30,Libya,6871292,1759540,4
6dafd692b9,going to work,going to work,neutral,night,31-45,Liechtenstein,38128,160,238
cd53878e76,finished the noodles. done the dishwasher. really really warm. i don`t like it,i don`t like it,negative,morning,46-60,Lithuania,2722289,6.27E+04,43
2a9d72ee1c,9. shopping 10. Latte with my sis 11. Friday- Meets at the FAU 12. Fire- Steet- Party  13. slowmotion in the park 13. partying my bday,9. shopping 10. Latte with my sis 11. Friday- Meets at the FAU 12. Fire- Steet- Party  13. slowmotion in the park 13. partying my bday,neutral,noon,60-70,Luxembourg,625978,2590,242
a4689601c9,Hey  wow cheers for the insight ppl  looks FUN oh im just stunned..it`s AWEOMSE!!!   (robluketic live > http://ustre.am/2w5v),cheers,positive,night,70-100,Madagascar,27691018,581795,48
eeeea78845, Good morning,Good,positive,morning,0-20,Malawi,19129952,94280,203
d79ee48381,Been so busy for the entire week. Be able to take a breath next Tuesday,Been so busy for the entire week. Be able to take a breath next Tuesday,neutral,noon,21-30,Malaysia,32365999,328550,99
f4f43f2e83,possessed beyond certainty that she has made the rite decision,she has made the rite decision,positive,night,31-45,Maldives,540544,300,1802
e2682e4cdb, yea he said brooke`s gonna come over to record today!  !,yea he said brooke`s gonna come over to record today!,neutral,morning,46-60,Mali,20250833,1220190,17
b2e782a6f0, Home Friday makes me  too!!!,Home Friday makes me  too!!!,neutral,noon,60-70,Malta,441543,320,1380
a3736b0a78," Yeah, I think you`re hyper enough girly.","Yeah, I think you`re hyper enough girly.",neutral,night,70-100,Marshall Islands,59190,180,329
a637a8c594," :3, Youtube loves my HD videos  well maybe.",loves,positive,morning,0-20,Mauritania,4649658,1030700,5
e99514a382,"omds! holly steel, bless her!  x",bless her!,positive,noon,21-30,Mauritius,1271768,2.03E+03,626
883a914f2e,Somebody please save the polar bears!,Somebody please save the polar bears!,positive,night,31-45,Mexico,128932753,1943950,66
d7cbf13ce9,"christian lacroix, and one of our on-off clients, gone bust.  http://tinyurl.com/kv653j",bust.,negative,morning,46-60,Micronesia,115023,700,164
c4ffb519a5,I don`t feel any pressure right now...    Happy Mother`s Day people...,Happ,positive,noon,60-70,Moldova,4033963,32850,123
bddb88ee73,_c re:headaches my wife is in the same situation and has finally decided to go with meds because its just too much,_c re:headaches my wife is in the same situation and has finally decided to go with meds because its just too much,neutral,night,70-100,Monaco,39242,1,26337
091279a25f,Lazy day in is awesome but I really should go out,awesome,positive,morning,0-20,Mongolia,3278290,1553560,2
56a6f83cff,  How about we play tomorrow?,How about we play tomorrow?,neutral,noon,21-30,Montenegro,628066,13450,47
232276285c," yes unfuzzy, i prefer the fuzzy me and clear caleb..  wanna turn back the clock!","yes unfuzzy, i prefer the fuzzy me and clear caleb..  wanna turn back the clock!",neutral,night,31-45,Morocco,36910560,446300,83
d9f095c0db,New day in new home   happy mom day 2 me!,happy mom day 2 me!,positive,morning,46-60,Mozambique,31255435,786380,40
f3244dc22d,my momma is comin 2night !  2morrow tennis day with p?nar yuppie !,yuppie,positive,noon,60-70,Myanmar (formerly Burma),54409800,653290,83
75144431f2,Ohhh  only a bit of time left to have an account on the forums.. I do hope I get to be a leader some day :/,hope,positive,night,70-100,Namibia,2540905,8.23E+05,3
c2bdf76265,just got back from my exam... im surely gonna fail...now trying 2 get tickets 4 il divo! someone doesnt want us 2b there!!!,fail..,negative,morning,0-20,Nauru,10824,20,541
3cf2a5d309,.: no health insurance is not an option.,.: no health insurance is not an option.,neutral,noon,21-30,Nepal,29136808,143350,203
8ba644c9bd, The devil you say!  I`ve been waiting for the Black Widow in movies and now she won`t be awesome at all.,w she won`t be awesome at all,negative,night,31-45,Netherlands,17134872,33720,508
22c06dbbd7," yay! now ill shall take your picture, and get a tattoo on my arm","yay! now ill shall take your picture, and get a tattoo on my arm",neutral,morning,46-60,New Zealand,4822233,263310,18
562468489e,Man waking up sucks when u have to go to work like 30 min later,sucks,negative,noon,60-70,Nicaragua,6624554,120340,55
15ec12dff3,had a great time talkin with Mike tonight for three hrs.,had a great time talkin,positive,night,70-100,Niger,24206644,1266700,19
1cafbadd63, you suck,you suck,negative,morning,0-20,Nigeria,206139589,910770,226
6ae7977873, so see you on my birthday visit me  haha why wack Saturday ?,haha,positive,noon,21-30,North Korea,25778816,120410,214
39b506870b, In two months i will have something of the kinf of prom  and i`m really excited! and you haven`t any contact to her?,d i`m really excited,positive,night,31-45,North Macedonia,2083374,25220,83
25d0ae4faf,The case for my iPod Touch is literally falling apart.  So junk,The case for my iPod Touch is literally falling apart.  So junk,negative,morning,46-60,Norway,5421241,3.65E+05,15
659b90e30c,I Got it!,I Got it!,neutral,noon,60-70,Oman,5106626,309500,16
3b84c35810," yess, they came to amsterdam on the 18th of april  best night everr! have you?",best night everr!,positive,night,70-100,Pakistan,220892340,770880,287
14b662dbd4,  i love you mooorrreeee,i love you mooorrreeee,positive,morning,0-20,Palau,18094,460,39
86f51a6e6f, Filipino Prof...is her name GORAYEB? by any chance?,Filipino Prof...is her name GORAYEB? by any chance?,neutral,noon,21-30,Palestine State,5101414,6020,847
b55ac98ae8,I dont care who gets mad. I like speaking my mind. Im alreadt crazy so it helps me not go off da deep edge! **** u!,I dont care who gets mad. I like speaking my mind. Im alreadt crazy so it helps me not go off da deep edge! **** u!,negative,night,31-45,Panama,4314767,74340,58
737158a766," thank you  btw, if u`re wondering, you can check out the 'Fuel' brand here (  )",thank you,positive,morning,46-60,Papua New Guinea,8947024,452860,20
b65c7688ce,thursday night was amazing taylor swift gave me one of her braclets,thursday night was amazing ta,positive,noon,60-70,Paraguay,7132538,397300,18
